,Date,State,Administered,Series_Complete_Yes
8951,2021-07-03,Utah,2857217,1201347
8954,2021-07-03,Colorado,6228884,3007895
8956,2021-07-03,Iowa,3048551,1522238
8957,2021-07-03,New Jersey,9907493,4937662
8958,2021-07-03,Wyoming,431008,204522
8960,2021-07-03,Rhode Island,1282001,627261
8962,2021-07-03,Mississippi,1913768,889374
8963,2021-07-03,District of Columbia,870954,372444
8964,2021-07-03,Florida,21212086,9922560
8966,2021-07-03,Maryland,6920679,3411827
8967,2021-07-03,Minnesota,5902826,2943057
8968,2021-07-03,Texas,25878519,12039497
8969,2021-07-03,Maine,1623011,832236
8970,2021-07-03,Delaware,1046103,491051
8971,2021-07-03,Arkansas,2252454,1039459
8972,2021-07-03,Montana,944950,460878
8973,2021-07-03,Connecticut,4422671,2172669
8974,2021-07-03,Nebraska,1868928,924654
8975,2021-07-03,Vermont,854417,411112
8977,2021-07-03,South Carolina,4213791,2005294
8978,2021-07-03,Kansas,2500636,1229566
8979,2021-07-03,Idaho,1329401,647530
8980,2021-07-03,Indiana,5836299,2865540
8981,2021-07-03,Louisiana,3404179,1641314
8983,2021-07-03,Alabama,3381996,1612803
8984,2021-07-03,Virginia,9291578,4457844
8985,2021-07-03,Missouri,5152552,2415216
8986,2021-07-03,North Carolina,9321705,4410154
8987,2021-07-03,New Mexico,2396484,1153097
8988,2021-07-03,Wisconsin,5950080,2907552
8991,2021-07-03,Kentucky,4017749,1956481
8992,2021-07-03,North Dakota,645162,297605
8995,2021-07-03,New Hampshire,1546156,770675
8996,2021-07-03,Georgia,8484630,3910314
8997,2021-07-03,Oregon,4593472,2278941
8999,2021-07-03,South Dakota,823175,403562
9000,2021-07-03,Washington,8627038,4185939
9001,2021-07-03,Arizona,6795043,3155675
9002,2021-07-03,Pennsylvania,13972721,6401634
9003,2021-07-03,Ohio,10740694,5261639
9004,2021-07-03,Oklahoma,3286611,1529181
9005,2021-07-03,Tennessee,5476515,2562632
9006,2021-07-03,Illinois,13058473,5895346
9007,2021-07-02,Pennsylvania,13943225,6385111
9008,2021-07-02,Virginia,9273747,4447794
9010,2021-07-02,Kentucky,4010751,1951895
9011,2021-07-02,Massachusetts,8872678,4265826
9012,2021-07-02,South Dakota,821989,402911
9013,2021-07-02,Colorado,6212022,2997883
9014,2021-07-02,Minnesota,5893800,2937639
9015,2021-07-02,Utah,2857013,1201159
9019,2021-07-02,Nevada,2790009,1298818
9022,2021-07-02,Maine,1620244,830499
9025,2021-07-02,Delaware,1043744,489688
9026,2021-07-02,Vermont,853466,410506
9029,2021-07-02,Washington,8607806,4175056
9030,2021-07-02,Arizona,6781580,3147844
9031,2021-07-02,North Carolina,9310262,4403961
9032,2021-07-02,Oklahoma,3280969,1526344
9033,2021-07-02,West Virginia,1423995,670032
9035,2021-07-02,Missouri,5132864,2407720
9036,2021-07-02,North Dakota,644215,297070
9038,2021-07-02,California,42878843,19803063
9040,2021-07-02,Idaho,1327473,646384
9042,2021-07-02,Michigan,9453792,4719220
9043,2021-07-02,New Hampshire,1534269,763489
9045,2021-07-02,South Carolina,4206279,2001122
9046,2021-07-02,Wisconsin,5928371,2891827
9047,2021-07-02,Arkansas,2247070,1036697
9048,2021-07-02,Kansas,2496331,1227268
9049,2021-07-02,Maryland,6908913,3404992
9050,2021-07-02,Iowa,3041009,1516895
9051,2021-07-02,Rhode Island,1281273,626835
9053,2021-07-02,Indiana,5613040,2700172
9054,2021-07-02,Ohio,10724546,5251333
9055,2021-07-02,Louisiana,3388166,1631749
9056,2021-07-02,Texas,25815427,12006600
9057,2021-07-02,District of Columbia,867245,370231
9058,2021-07-02,New Jersey,9886228,4924679
9059,2021-07-02,Illinois,13031684,5880189
9060,2021-07-02,Oregon,4585492,2273919
9061,2021-07-02,New Mexico,2391357,1149880
9062,2021-07-02,New York,21874939,10557016
9063,2021-07-02,Connecticut,4422190,2172171
9064,2021-07-02,Georgia,8446608,3894171
9065,2021-07-02,Florida,21167740,9899538
9066,2021-07-02,Wyoming,424025,200184
9067,2021-07-02,Mississippi,1913578,888344
9068,2021-07-02,Alabama,3365623,1602022
9069,2021-07-02,Tennessee,5297015,2426856
9070,2021-07-02,Montana,943623,460119
9071,2021-07-02,Nebraska,1868841,924552
9075,2021-07-01,Nevada,2783847,1295849
9076,2021-07-01,Ohio,10703193,5238887
9077,2021-07-01,Wyoming,423238,199743
9078,2021-07-01,Vermont,852491,409864
9080,2021-07-01,Connecticut,4414112,2167566
9082,2021-07-01,North Carolina,9285070,4389800
9083,2021-07-01,Maine,1615250,827255
9084,2021-07-01,New Hampshire,1532741,762403
9085,2021-07-01,Pennsylvania,13914074,6368540
9086,2021-07-01,Oregon,4576887,2268409
9089,2021-07-01,Kansas,2491712,1224715
9090,2021-07-01,Florida,21113090,9868893
9091,2021-07-01,Massachusetts,8858362,4256952
9092,2021-07-01,Kentucky,4002943,1947461
9093,2021-07-01,Minnesota,5884070,2931705
9094,2021-07-01,Iowa,3039341,1515827
9095,2021-07-01,New Mexico,2384423,1145072
9096,2021-07-01,Rhode Island,1278902,625477
9097,2021-07-01,West Virginia,1420441,668104
9098,2021-07-01,North Dakota,643108,296509
9099,2021-07-01,District of Columbia,865044,369251
9100,2021-07-01,Georgia,8445684,3893218
9101,2021-07-01,Texas,25756467,11974642
9102,2021-07-01,Alabama,3365396,1601802
9103,2021-07-01,New York,21851024,10541495
9104,2021-07-01,Montana,941469,458881
9105,2021-07-01,Louisiana,3380221,1627321
9108,2021-07-01,Mississippi,1913415,888154
9109,2021-07-01,Utah,2856977,1201088
9111,2021-07-01,Nebraska,1868788,924490
9112,2021-07-01,South Dakota,820728,402310
9114,2021-07-01,Michigan,9438647,4709737
9115,2021-07-01,South Carolina,4198578,1996786
9116,2021-07-01,Oklahoma,3274030,1522466
9117,2021-07-01,Indiana,5600334,2693550
9118,2021-07-01,Maryland,6891344,3394301
9119,2021-07-01,Arkansas,2240617,1033763
9120,2021-07-01,Idaho,1325701,645372
9121,2021-07-01,New Jersey,9864834,4912136
9123,2021-07-01,Delaware,1041382,488301
9124,2021-07-01,Colorado,6203544,2992902
9125,2021-07-01,Virginia,9249165,4433088
9126,2021-07-01,Illinois,13002032,5865479
9128,2021-07-01,Missouri,5122970,2403164
9129,2021-07-01,Tennessee,5283873,2421025
9132,2021-07-01,Arizona,6768593,3140316
9134,2021-07-01,California,42771685,19746626
9135,2021-07-01,Wisconsin,5918279,2886653
9136,2021-07-01,Washington,8589053,4163605
9137,2021-06-30,Georgia,8422803,3884556
9138,2021-06-30,Mississippi,1909507,885782
9139,2021-06-30,Louisiana,3339493,1607808
9141,2021-06-30,Wisconsin,5906485,2879461
9142,2021-06-30,District of Columbia,863593,368531
9143,2021-06-30,Oklahoma,3267350,1518992
9145,2021-06-30,Massachusetts,8836836,4243952
9147,2021-06-30,Maryland,6876449,3385600
9150,2021-06-30,Ohio,10684968,5227519
9151,2021-06-30,Oregon,4517691,2223826
9152,2021-06-30,New Jersey,9841494,4897515
9153,2021-06-30,Nebraska,1865625,922579
9154,2021-06-30,Vermont,851583,409254
9155,2021-06-30,Alabama,3350607,1594625
9156,2021-06-30,Kansas,2484177,1220611
9158,2021-06-30,North Dakota,641906,295725
9160,2021-06-30,Illinois,12971273,5849947
9161,2021-06-30,Kentucky,3994259,1942407
9162,2021-06-30,New Mexico,2380294,1142420
9163,2021-06-30,Florida,21063050,9842541
9164,2021-06-30,Utah,2847810,1196468
9165,2021-06-30,Pennsylvania,13873980,6345433
9166,2021-06-30,Indiana,5587519,2686766
9167,2021-06-30,North Carolina,9264654,4377936
9169,2021-06-30,South Dakota,819287,401431
9170,2021-06-30,Washington,8563778,4150522
9172,2021-06-30,Wyoming,421749,198958
9173,2021-06-30,New York,21790497,10508196
9174,2021-06-30,Minnesota,5867176,2920597
9176,2021-06-30,Rhode Island,1276058,623797
9178,2021-06-30,Michigan,9424037,4701047
9179,2021-06-30,Nevada,2776098,1291822
9181,2021-06-30,Texas,25686380,11932087
9183,2021-06-30,Tennessee,5272627,2415814
9184,2021-06-30,Maine,1604932,819500
9185,2021-06-30,Arkansas,2229874,1029530
9186,2021-06-30,Montana,940056,458067
9187,2021-06-30,New Hampshire,1515365,755791
9189,2021-06-30,South Carolina,4190059,1991900
9191,2021-06-30,Delaware,1039175,487131
9192,2021-06-30,Idaho,1323573,643991
9193,2021-06-30,Connecticut,4405405,2162465
9195,2021-06-30,Iowa,3035131,1513342
9196,2021-06-30,Missouri,5111580,2397550
9197,2021-06-30,Virginia,9230660,4422065
9198,2021-06-30,Colorado,6188964,2984290
9199,2021-06-30,West Virginia,1417620,666545
9200,2021-06-30,Arizona,6496635,2929104
9201,2021-06-30,California,42644084,19679334
9202,2021-06-29,Texas,25616731,11888907
9203,2021-06-29,Mississippi,1906488,884216
9204,2021-06-29,Oklahoma,3261550,1515857
9205,2021-06-29,Utah,2843062,1193931
9207,2021-06-29,Nebraska,1860022,918634
9209,2021-06-29,New York,21748390,10484346
9210,2021-06-29,Pennsylvania,13862092,6337453
9211,2021-06-29,Missouri,5081942,2378399
9212,2021-06-29,North Dakota,641125,295253
9213,2021-06-29,Vermont,851249,408966
9214,2021-06-29,Michigan,9411471,4693169
9215,2021-06-29,Louisiana,3333095,1604305
9217,2021-06-29,Maryland,6861505,3376849
9218,2021-06-29,Massachusetts,8825910,4236614
9219,2021-06-29,New Jersey,9819195,4884067
9220,2021-06-29,Virginia,9215489,4410805
9221,2021-06-29,Rhode Island,1274182,622705
9222,2021-06-29,Connecticut,4399354,2158601
9223,2021-06-29,Maine,1603483,818516
9225,2021-06-29,Minnesota,5835259,2892831
9226,2021-06-29,Nevada,2768190,1288725
9227,2021-06-29,California,42513548,19618597
9228,2021-06-29,Florida,21015783,9814909
9230,2021-06-29,North Carolina,8626841,4112642
9232,2021-06-29,New Hampshire,1514977,755497
9233,2021-06-29,Ohio,10672067,5219737
9234,2021-06-29,Washington,8543021,4141884
9235,2021-06-29,Wyoming,421694,198897
9236,2021-06-29,Indiana,5576658,2680814
9238,2021-06-29,West Virginia,1415786,665431
9240,2021-06-29,Colorado,6177682,2977688
9242,2021-06-29,Montana,932825,451693
9243,2021-06-29,Delaware,1037558,486120
9244,2021-06-29,Iowa,3031716,1511048
9245,2021-06-29,South Carolina,4182248,1984649
9247,2021-06-29,Arizona,6485370,2922840
9248,2021-06-29,Oregon,4509379,2218940
9249,2021-06-29,District of Columbia,862206,367603
9250,2021-06-29,Illinois,12947452,5837037
9251,2021-06-29,Arkansas,2225518,1027309
9252,2021-06-29,Alabama,3349904,1594040
9254,2021-06-29,Idaho,1321099,642868
9255,2021-06-29,Wisconsin,5898378,2874356
9256,2021-06-29,Kansas,2480288,1218232
9257,2021-06-29,Tennessee,5263231,2410977
9259,2021-06-29,Georgia,8406166,3877365
9260,2021-06-29,New Mexico,2340653,1125628
9261,2021-06-29,Kentucky,3987757,1938343
9265,2021-06-29,South Dakota,818156,400737
9268,2021-06-28,Kentucky,3984546,1936425
9269,2021-06-28,Arkansas,2224069,1026572
9270,2021-06-28,Georgia,8223532,3765250
9271,2021-06-28,Oregon,4509377,2218884
9272,2021-06-28,Ohio,10664542,5214419
9273,2021-06-28,Idaho,1319633,642403
9274,2021-06-28,Florida,20982214,9796545
9275,2021-06-28,Mississippi,1887530,873179
9276,2021-06-28,North Carolina,8621656,4109614
9277,2021-06-28,Vermont,848544,406979
9279,2021-06-28,Wyoming,419480,197491
9281,2021-06-28,Montana,932584,451542
9283,2021-06-28,New Hampshire,1514552,755252
9284,2021-06-28,Missouri,5076414,2375612
9287,2021-06-28,Kansas,2478165,1216978
9288,2021-06-28,Utah,2808960,1175994
9289,2021-06-28,District of Columbia,861456,367183
9290,2021-06-28,Alabama,3341617,1590001
9292,2021-06-28,Wisconsin,5895736,2872673
9293,2021-06-28,Pennsylvania,13850869,6331113
9295,2021-06-28,Delaware,1036548,485532
9296,2021-06-28,Nebraska,1857467,917167
9297,2021-06-28,New York,21697307,10455550
9298,2021-06-28,Washington,8524360,4134958
9299,2021-06-28,Indiana,5572797,2678781
9301,2021-06-28,Tennessee,5259128,2408669
9302,2021-06-28,Arizona,6478654,2918776
9303,2021-06-28,New Jersey,9803748,4875103
9304,2021-06-28,Texas,25565261,11862033
9305,2021-06-28,North Dakota,641078,295215
9306,2021-06-28,Rhode Island,1273043,621971
9308,2021-06-28,Illinois,12938839,5832117
9310,2021-06-28,South Carolina,4177798,1981738
9312,2021-06-28,Maryland,6851304,3371032
9313,2021-06-28,Minnesota,5833184,2891511
9315,2021-06-28,Virginia,9204419,4404436
9316,2021-06-28,Oklahoma,3258992,1514405
9318,2021-06-28,Michigan,9353283,4651087
9319,2021-06-28,California,42436028,19580481
9321,2021-06-28,Colorado,6163444,2968677
9322,2021-06-28,West Virginia,1407368,662413
9323,2021-06-28,South Dakota,815107,398724
9325,2021-06-28,Connecticut,4395232,2156160
9326,2021-06-28,Iowa,3029624,1509796
9327,2021-06-28,Louisiana,3330603,1602891
9328,2021-06-28,Nevada,2761997,1286254
9329,2021-06-28,New Mexico,2339714,1125022
9330,2021-06-28,Maine,1599682,815938
9331,2021-06-28,Massachusetts,8817823,4231495
9332,2021-06-27,Colorado,6153720,2962358
9333,2021-06-27,Wyoming,419326,197393
9334,2021-06-27,Virginia,9160373,4371692
9336,2021-06-27,Florida,20762378,9635781
9337,2021-06-27,Nevada,2743325,1277678
9338,2021-06-27,New Jersey,9786757,4866523
9339,2021-06-27,Kansas,2471193,1212045
9341,2021-06-27,New Mexico,2337369,1123465
9342,2021-06-27,Nebraska,1848076,910823
9343,2021-06-27,Montana,931328,450620
9345,2021-06-27,Wisconsin,5869188,2850608
9346,2021-06-27,District of Columbia,858663,365591
9347,2021-06-27,Mississippi,1887390,872944
9348,2021-06-27,Arizona,6449374,2899098
9350,2021-06-27,Louisiana,3320189,1595419
9351,2021-06-27,Washington,8485710,4109609
9355,2021-06-27,Arkansas,2218870,1023237
9356,2021-06-27,Minnesota,5816731,2877875
9357,2021-06-27,Delaware,1028860,479348
9358,2021-06-27,Michigan,9353273,4650619
9359,2021-06-27,West Virginia,1407327,662202
9360,2021-06-27,Vermont,846285,405531
9362,2021-06-27,California,42312077,19508119
9363,2021-06-27,South Carolina,4156959,1966672
9364,2021-06-27,Kentucky,3966900,1922086
9365,2021-06-27,Oregon,4503861,2215238
9366,2021-06-27,Missouri,5075290,2374588
9368,2021-06-27,Oklahoma,3248855,1507029
9369,2021-06-27,North Carolina,8617951,4107062
9371,2021-06-27,Ohio,10625167,5181259
9372,2021-06-27,Alabama,3330128,1584456
9375,2021-06-27,Massachusetts,8781036,4201264
9376,2021-06-27,Maine,1599343,815600
9377,2021-06-27,New Hampshire,1508789,751059
9378,2021-06-27,Connecticut,4375593,2140390
9379,2021-06-27,Idaho,1316359,639954
9381,2021-06-27,Maryland,6840372,3363499
9382,2021-06-27,North Dakota,640781,295006
9383,2021-06-27,Pennsylvania,13815858,6308298
9384,2021-06-27,Rhode Island,1268005,618016
9385,2021-06-27,Utah,2808535,1175605
9386,2021-06-27,South Dakota,814861,398536
9387,2021-06-27,Georgia,8222968,3764366
9388,2021-06-27,New York,21684298,10446957
9390,2021-06-27,Tennessee,5237841,2395234
9391,2021-06-27,Illinois,12842169,5763723
9393,2021-06-27,Iowa,3021875,1504049
9395,2021-06-27,Indiana,5556998,2668799
9396,2021-06-27,Texas,25504046,11821660
9397,2021-06-26,North Dakota,639763,294390
9398,2021-06-26,West Virginia,1402124,660208
9399,2021-06-26,Louisiana,3308966,1588216
9401,2021-06-26,Oregon,4491080,2207481
9403,2021-06-26,New Hampshire,1508338,750783
9404,2021-06-26,Wisconsin,5835939,2824158
9406,2021-06-26,New Mexico,2331421,1120116
9407,2021-06-26,North Carolina,8597378,4094985
9410,2021-06-26,Florida,20761897,9634607
9415,2021-06-26,Oklahoma,3237952,1499550
9418,2021-06-26,Arkansas,2211512,1018876
9419,2021-06-26,New York,21537500,10329090
9420,2021-06-26,District of Columbia,855653,363412
9422,2021-06-26,New Jersey,9724314,4817349
9423,2021-06-26,Tennessee,5216022,2383674
9424,2021-06-26,Utah,2808519,1175503
9425,2021-06-26,Pennsylvania,13794966,6295700
9426,2021-06-26,Virginia,9134968,4355345
9427,2021-06-26,Idaho,1311705,636399
9428,2021-06-26,Maryland,6738385,3300609
9430,2021-06-26,Nevada,2724941,1266044
9431,2021-06-26,Washington,8457955,4091038
9432,2021-06-26,Mississippi,1887336,872807
9433,2021-06-26,Massachusetts,8757305,4184415
9434,2021-06-26,Connecticut,4359942,2128684
9435,2021-06-26,Maine,1598972,815293
9437,2021-06-26,Michigan,9353199,4650218
9438,2021-06-26,Minnesota,5801910,2866834
9439,2021-06-26,Arizona,6427731,2884799
9440,2021-06-26,Illinois,12754766,5706028
9441,2021-06-26,Texas,25394826,11740883
9442,2021-06-26,Vermont,844624,404532
9443,2021-06-26,Alabama,3317156,1578780
9445,2021-06-26,Montana,928789,448871
9446,2021-06-26,Indiana,5540588,2658789
9447,2021-06-26,California,42103167,19361443
9448,2021-06-26,Iowa,3014810,1498564
9449,2021-06-26,Kansas,2463231,1206474
9450,2021-06-26,Rhode Island,1264054,615250
9451,2021-06-26,Delaware,1021702,473684
9452,2021-06-26,Colorado,6127943,2942303
9453,2021-06-26,Wyoming,419250,197314
9454,2021-06-26,Georgia,8222816,3763848
9455,2021-06-26,Ohio,10599433,5162989
9456,2021-06-26,South Dakota,814624,398355
9457,2021-06-26,Missouri,5058855,2364135
9458,2021-06-26,South Carolina,4125477,1944555
9460,2021-06-26,Kentucky,3952218,1911229
9461,2021-06-26,Nebraska,1848033,910708
9462,2021-06-25,Wisconsin,5819695,2812690
9464,2021-06-25,North Dakota,638426,293591
9465,2021-06-25,Oklahoma,3230556,1495141
9466,2021-06-25,Louisiana,3308560,1587874
9468,2021-06-25,Nebraska,1847972,910632
9469,2021-06-25,Rhode Island,1260755,613144
9470,2021-06-25,Colorado,6103788,2926730
9472,2021-06-25,Arizona,6410375,2874155
9473,2021-06-25,Kentucky,3941892,1904620
9476,2021-06-25,New Mexico,2325467,1116287
9477,2021-06-25,Virginia,9110842,4340056
9478,2021-06-25,Arkansas,2206228,1015919
9480,2021-06-25,District of Columbia,851990,362549
9481,2021-06-25,Tennessee,5201921,2376792
9483,2021-06-25,Mississippi,1887194,872662
9484,2021-06-25,Utah,2808466,1175399
9487,2021-06-25,Georgia,8222264,3763180
9488,2021-06-25,Missouri,5044416,2356053
9489,2021-06-25,Pennsylvania,13759384,6274189
9490,2021-06-25,Montana,926031,447293
9491,2021-06-25,New Jersey,9667905,4782589
9492,2021-06-25,California,41985070,19291403
9494,2021-06-25,Ohio,10580678,5149941
9495,2021-06-25,Illinois,12713403,5681233
9496,2021-06-25,Nevada,2707225,1258947
9499,2021-06-25,Washington,8431761,4074488
9500,2021-06-25,South Carolina,4113435,1937375
9501,2021-06-25,Kansas,2456518,1202640
9502,2021-06-25,Maine,1596920,813964
9503,2021-06-25,New York,21463780,10277675
9504,2021-06-25,Michigan,9332321,4636500
9506,2021-06-25,New Hampshire,1508085,750563
9507,2021-06-25,Alabama,3308961,1574934
9508,2021-06-25,West Virginia,1400778,659263
9509,2021-06-25,Wyoming,418095,196708
9510,2021-06-25,Iowa,3009183,1494710
9511,2021-06-25,Minnesota,5787557,2857231
9512,2021-06-25,Oregon,4474809,2197094
9513,2021-06-25,Florida,20697309,9597221
9514,2021-06-25,Delaware,1018252,471514
9515,2021-06-25,North Carolina,8582184,4086163
9516,2021-06-25,South Dakota,813103,397436
9517,2021-06-25,Idaho,1308467,634134
9518,2021-06-25,Connecticut,4349056,2121480
9520,2021-06-25,Texas,25289039,11671124
9522,2021-06-25,Massachusetts,8738448,4172198
9524,2021-06-25,Maryland,6738086,3299729
9525,2021-06-25,Indiana,5527133,2650939
9526,2021-06-25,Vermont,843447,403806
9527,2021-06-24,West Virginia,1397783,657655
9528,2021-06-24,Arizona,6394880,2865109
9530,2021-06-24,Massachusetts,8721461,4161157
9531,2021-06-24,Vermont,842306,403019
9534,2021-06-24,Oregon,4463557,2190389
9535,2021-06-24,Idaho,1306006,632531
9536,2021-06-24,District of Columbia,848202,359956
9538,2021-06-24,Wyoming,415449,195677
9539,2021-06-24,Colorado,6089509,2917366
9540,2021-06-24,Kentucky,3932696,1899172
9541,2021-06-24,Montana,924481,446426
9542,2021-06-24,Maryland,6719727,3288245
9543,2021-06-24,Washington,8408738,4060008
9544,2021-06-24,Kansas,2451806,1199784
9546,2021-06-24,Georgia,8221814,3762566
9547,2021-06-24,Mississippi,1879230,868653
9548,2021-06-24,New Hampshire,1501636,746481
9549,2021-06-24,North Dakota,637216,292840
9550,2021-06-24,Oklahoma,3211318,1484533
9552,2021-06-24,Arkansas,2200842,1013056
9554,2021-06-24,Minnesota,5775732,2849697
9555,2021-06-24,Virginia,9109659,4338863
9557,2021-06-24,Utah,2808430,1175281
9559,2021-06-24,Alabama,3308713,1574676
9560,2021-06-24,Indiana,5513454,2643394
9561,2021-06-24,South Carolina,4103290,1931587
9562,2021-06-24,Florida,20612298,9545070
9563,2021-06-24,New Jersey,9999545,4908804
9565,2021-06-24,Nevada,2707121,1258761
9566,2021-06-24,Ohio,10557313,5135111
9567,2021-06-24,Connecticut,4339850,2115931
9570,2021-06-24,Pennsylvania,13715484,6256420
9572,2021-06-24,North Carolina,8565156,4075959
9573,2021-06-24,New York,21412026,10245202
9574,2021-06-24,Nebraska,1844039,908147
9575,2021-06-24,Delaware,1015607,470185
9578,2021-06-24,Wisconsin,5808243,2805172
9579,2021-06-24,Rhode Island,1258124,611525
9580,2021-06-24,Louisiana,3295157,1580796
9581,2021-06-24,Texas,25215418,11625904
9582,2021-06-24,California,41839888,19213533
9583,2021-06-24,New Mexico,2310853,1108356
9584,2021-06-24,Tennessee,5189585,2370814
9585,2021-06-24,Missouri,5033569,2350035
9586,2021-06-24,Iowa,3004010,1491517
9587,2021-06-24,Michigan,9313318,4624503
9588,2021-06-24,Maine,1594846,812689
9589,2021-06-24,South Dakota,811591,396626
9590,2021-06-24,Illinois,12680771,5663008
9594,2021-06-23,Tennessee,5178561,2365844
9595,2021-06-23,North Carolina,8547987,4065339
9596,2021-06-23,New Hampshire,1501120,746189
9597,2021-06-23,South Carolina,4093480,1926821
9600,2021-06-23,Iowa,2999203,1488664
9601,2021-06-23,New Jersey,9969179,4890012
9602,2021-06-23,South Dakota,810378,395925
9603,2021-06-23,Kentucky,3922135,1892207
9604,2021-06-23,New Mexico,2300113,1102629
9605,2021-06-23,Texas,25148409,11585706
9608,2021-06-23,Mississippi,1879002,868456
9609,2021-06-23,Pennsylvania,13679110,6235274
9610,2021-06-23,Vermont,841409,402448
9613,2021-06-23,New York,21347133,10205498
9616,2021-06-23,Maryland,6699439,3275500
9617,2021-06-23,Ohio,10536359,5122468
9618,2021-06-23,Minnesota,5765654,2843767
9619,2021-06-23,Rhode Island,1254789,609441
9620,2021-06-23,Delaware,1013485,468987
9621,2021-06-23,North Dakota,636040,292099
9623,2021-06-23,Colorado,6071606,2906587
9624,2021-06-23,Montana,922847,445542
9626,2021-06-23,Georgia,8220593,3761490
9627,2021-06-23,Maine,1592049,810878
9628,2021-06-23,Washington,8385041,4045845
9629,2021-06-23,Arizona,6381113,2858120
9630,2021-06-23,Nevada,2701087,1255294
9631,2021-06-23,Wisconsin,5797095,2798742
9632,2021-06-23,West Virginia,1394096,655683
9633,2021-06-23,Missouri,5021947,2343247
9634,2021-06-23,Louisiana,3287166,1576299
9635,2021-06-23,Illinois,12652123,5648404
9636,2021-06-23,Massachusetts,8703696,4150849
9637,2021-06-23,Connecticut,4331322,2111110
9638,2021-06-23,Indiana,5499982,2636055
9639,2021-06-23,Alabama,3298895,1570452
9641,2021-06-23,Arkansas,2195931,1010488
9642,2021-06-23,Michigan,9297932,4615434
9644,2021-06-23,Virginia,9081565,4321178
9645,2021-06-23,Oregon,4455064,2185102
9647,2021-06-23,District of Columbia,846481,359031
9648,2021-06-23,California,41735332,19160019
9649,2021-06-23,Kansas,2447569,1197461
9651,2021-06-23,Utah,2796573,1169792
9652,2021-06-23,Nebraska,1804632,885362
9653,2021-06-23,Wyoming,415356,195587
9654,2021-06-23,Florida,20557965,9517132
9655,2021-06-23,Oklahoma,3205110,1481117
9656,2021-06-23,Idaho,1305952,632400
9657,2021-06-22,Kansas,2444023,1195293
9658,2021-06-22,Maine,1590298,809799
9660,2021-06-22,Wyoming,414810,195259
9661,2021-06-22,Missouri,5013654,2338257
9662,2021-06-22,Washington,8360146,4030746
9663,2021-06-22,Idaho,1303710,631014
9666,2021-06-22,Michigan,9285546,4608073
9667,2021-06-22,New York,21301120,10178064
9668,2021-06-22,Pennsylvania,13651077,6220429
9669,2021-06-22,Delaware,1011994,468110
9670,2021-06-22,Iowa,2995797,1486467
9671,2021-06-22,Florida,20516373,9493764
9673,2021-06-22,Indiana,5490692,2631397
9674,2021-06-22,Minnesota,5758295,2839353
9676,2021-06-22,New Hampshire,1500723,746009
9677,2021-06-22,Colorado,6056591,2897391
9679,2021-06-22,District of Columbia,845387,358432
9680,2021-06-22,Connecticut,4325425,2107541
9681,2021-06-22,North Carolina,8534919,4057362
9684,2021-06-22,Nebraska,1801883,883644
9685,2021-06-22,West Virginia,1393244,655022
9686,2021-06-22,Rhode Island,1252559,608186
9687,2021-06-22,New Mexico,2297419,1100922
9688,2021-06-22,Montana,921925,445020
9689,2021-06-22,Georgia,8220179,3760962
9691,2021-06-22,Utah,2796552,1169726
9692,2021-06-22,Oklahoma,3200525,1478500
9693,2021-06-22,California,41639567,19106214
9694,2021-06-22,Alabama,3291351,1566908
9695,2021-06-22,Illinois,12629554,5636577
9696,2021-06-22,New Jersey,9949593,4879364
9697,2021-06-22,Louisiana,3281534,1572948
9698,2021-06-22,Arizona,6370509,2852375
9701,2021-06-22,Mississippi,1876189,866979
9702,2021-06-22,Maryland,6682055,3265050
9704,2021-06-22,Ohio,10519985,5112670
9705,2021-06-22,South Dakota,809311,395412
9706,2021-06-22,Texas,25095675,11558001
9707,2021-06-22,Wisconsin,5789766,2794260
9708,2021-06-22,Kentucky,3916111,1888620
9710,2021-06-22,Oregon,4445687,2178921
9713,2021-06-22,South Carolina,4043988,1908149
9714,2021-06-22,North Dakota,635417,291720
9716,2021-06-22,Massachusetts,8690573,4142425
9717,2021-06-22,Virginia,9057681,4307288
9718,2021-06-22,Arkansas,2191813,1008252
9719,2021-06-22,Nevada,2696755,1252492
9720,2021-06-22,Tennessee,5168874,2361149
9721,2021-06-22,Vermont,840948,402130
9722,2021-06-21,Nebraska,1785309,873493
9723,2021-06-21,Wisconsin,5785928,2791751
9725,2021-06-21,Ohio,10509262,5104871
9727,2021-06-21,Indiana,5486097,2628986
9728,2021-06-21,Oklahoma,3197986,1477077
9730,2021-06-21,Tennessee,5163651,2358133
9731,2021-06-21,Illinois,12612678,5627021
9734,2021-06-21,Delaware,1010503,467071
9735,2021-06-21,Oregon,4442610,2176923
9737,2021-06-21,North Dakota,635388,291678
9738,2021-06-21,Iowa,2993465,1484804
9740,2021-06-21,New Hampshire,1500484,745875
9742,2021-06-21,Texas,25049611,11530134
9743,2021-06-21,Washington,8359815,4030435
9744,2021-06-21,Georgia,8100255,3696341
9746,2021-06-21,Massachusetts,8680160,4135231
9747,2021-06-21,Pennsylvania,13631788,6209491
9748,2021-06-21,West Virginia,1391862,654167
9750,2021-06-21,New York,21268599,10157661
9753,2021-06-21,District of Columbia,844373,357817
9754,2021-06-21,Minnesota,5754966,2837275
9755,2021-06-21,Michigan,9277147,4602901
9758,2021-06-21,Montana,921549,444781
9759,2021-06-21,Wyoming,413169,194322
9760,2021-06-21,California,41584951,19073838
